Product Name,Price,Ratings,camera_details,battery_details,Processor,product_color,model_name,display_size,display_type,resolution,operating_system,processor_type,ram_size,internal_storage,Product_Url
"realme 10 Pro 5G (Nebula Blue, 128 GB)  (6 GB RAM)","₹18,999",4.4,108MP + 2MP | 16MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 695 5G Processor,Nebula Blue,10 Pro 5G,17.07 cm (6.72 inch),Full HD+ LCD Display,2400 x 1080 Pixel,Android 13,Qualcomm Snapdragon 695 5G,6 GB,128 GB,https://www.flipkart.com/realme-10-pro-5g-nebula-blue-128-gb/p/itm1e672d12a252e?pid=MOBGK8VHX6FDJPCE&lid=LSTMOBGK8VHX6FDJPCEW9XIEE&marketplace=FLIPKART&q=smartphone&store=tyy%2F4io&srno=s_4_90&otracker=search&otracker1=search&fm=organic&iid=7084be8d-bc15-48ff-81d7-a80f6b6f8d73.MOBGK8VHX6FDJPCE.SEARCH&ppt=None&ppn=None&ssid=05jifo7jk00000001682270368513&qH=1036ba3c4ed2c021
"realme C30 (Lake Blue, 32 GB)  (2 GB RAM)","₹5,999",4.2,8MP Rear Camera | 5MP Front Camera,5000 mAh Lithium Ion Battery,Unisoc T612 Processor,Lake Blue,C30,16.51 cm (6.5 inch),HD+ LCD Display,1600 x 720 Pixel,Android 11,Unisoc T612,2 GB,32 GB,https://www.flipkart.com/realme-c30-lake-blue-32-gb/p/itmfcf69b2db5059?pid=MOBGF37GTRVMRJVK&lid=LSTMOBGF37GTRVMRJVKRYAJNG&marketplace=FLIPKART&q=smartphone&store=tyy%2F4io&srno=s_4_91&otracker=search&otracker1=search&fm=organic&iid=7084be8d-bc15-48ff-81d7-a80f6b6f8d73.MOBGF37GTRVMRJVK.SEARCH&ppt=None&ppn=None&ssid=05jifo7jk00000001682270368513&qH=1036ba3c4ed2c021
"realme C30 (Denim Black, 32 GB)  (2 GB RAM)","₹5,999",4.2,8MP Rear Camera | 5MP Front Camera,5000 mAh Lithium Ion Battery,Unisoc T612 Processor,Denim Black,C30,16.51 cm (6.5 inch),HD+ LCD Display,1600 x 720 Pixel,Android 11,Unisoc T612,2 GB,32 GB,https://www.flipkart.com/realme-c30-denim-black-32-gb/p/itmfcf69b2db5059?pid=MOBGF37G8TGKHFWJ&lid=LSTMOBGF37G8TGKHFWJIST95C&marketplace=FLIPKART&q=smartphone&store=tyy%2F4io&srno=s_4_92&otracker=search&otracker1=search&fm=organic&iid=7084be8d-bc15-48ff-81d7-a80f6b6f8d73.MOBGF37G8TGKHFWJ.SEARCH&ppt=None&ppn=None&ssid=05jifo7jk00000001682270368513&qH=1036ba3c4ed2c021
"realme C30 (Bamboo Green, 32 GB)  (2 GB RAM)","₹5,999",4.2,8MP Rear Camera | 5MP Front Camera,5000 mAh Lithium Ion Battery,Unisoc T612 Processor,Bamboo Green,C30,16.51 cm (6.5 inch),HD+ LCD Display,1600 x 720 Pixel,Android 11,Unisoc T612,2 GB,32 GB,https://www.flipkart.com/realme-c30-bamboo-green-32-gb/p/itmfcf69b2db5059?pid=MOBGF37G7FRK8FBJ&lid=LSTMOBGF37G7FRK8FBJLNLFYW&marketplace=FLIPKART&q=smartphone&store=tyy%2F4io&srno=s_4_93&otracker=search&otracker1=search&fm=organic&iid=7084be8d-bc15-48ff-81d7-a80f6b6f8d73.MOBGF37G7FRK8FBJ.SEARCH&ppt=None&ppn=None&ssid=05jifo7jk00000001682270368513&qH=1036ba3c4ed2c021
"POCO M4 Pro (Cool Blue, 128 GB)  (8 GB RAM)","₹13,999",4.3,64MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium-ion Polymer Battery,Mediatek Helio G96 Processor,Cool Blue,M4 Pro,16.33 cm (6.43 inch),Full HD+ AMOLED Display,2400 x 1080 Pixels,Android 11,Mediatek Helio G96,8 GB,128 GB,https://www.flipkart.com/poco-m4-pro-cool-blue-128-gb/p/itm5f8490c5b5c0e?pid=MOBGBTHFXSFUTMWG&lid=LSTMOBGBTHFXSFUTMWGPGR7GM&marketplace=FLIPKART&q=smartphone&store=tyy%2F4io&srno=s_4_94&otracker=search&otracker1=search&fm=organic&iid=7084be8d-bc15-48ff-81d7-a80f6b6f8d73.MOBGBTHFXSFUTMWG.SEARCH&ppt=None&ppn=None&ssid=05jifo7jk00000001682270368513&qH=1036ba3c4ed2c021
"SAMSUNG Galaxy F13 (Nightsky Green, 128 GB)  (4 GB RAM)","₹11,999",4.4,50MP + 5MP + 2MP | 8MP Front Camera,6000 mAh Lithium Ion Battery,Exynos 850 Processor,Nightsky Green,Galaxy F13,16.76 cm (6.6 inch),Full HD+,2408 x 1080 Pixels,Android 12,Exynos 850,4 GB,128 GB,https://www.flipkart.com/samsung-galaxy-f13-nightsky-green-128-gb/p/itma7ed2982bc08f?pid=MOBGENJW6YHHQDYU&lid=LSTMOBGENJW6YHHQDYUXELNQ3&marketplace=FLIPKART&q=smartphone&store=tyy%2F4io&srno=s_4_95&otracker=search&otracker1=search&fm=organic&iid=7084be8d-bc15-48ff-81d7-a80f6b6f8d73.MOBGENJW6YHHQDYU.SEARCH&ppt=None&ppn=None&ssid=05jifo7jk00000001682270368513&qH=1036ba3c4ed2c021
"REDMI A1+ (Light Green, 32 GB)  (2 GB RAM)","₹6,499",4.2,8MP Rear Camera | 5MP Front Camera,5000 mAh Lithium Polymer Battery,Mediatek Helio A22 Processor,Light Green,A1+,16.56 cm (6.52 inch),HD+ Scratch Resistant Display,1600 x 720 Pixels,Android 12 Go,Mediatek Helio A22,2 GB,32 GB,https://www.flipkart.com/redmi-a1-light-green-32-gb/p/itmecc9e7ba0a1df?pid=MOBGGYBAHSAJVKHP&lid=LSTMOBGGYBAHSAJVKHPLQ4OVB&marketplace=FLIPKART&q=smartphone&store=tyy%2F4io&srno=s_4_96&otracker=search&otracker1=search&fm=organic&iid=7084be8d-bc15-48ff-81d7-a80f6b6f8d73.MOBGGYBAHSAJVKHP.SEARCH&ppt=None&ppn=None&ssid=05jifo7jk00000001682270368513&qH=1036ba3c4ed2c021
"POCO M4 Pro 5G (Cool Blue, 128 GB)  (8 GB RAM)","₹15,999",4.2,50MP + 8MP | 16MP Front Camera,5000 mAh Lithium-ion Polymer Battery,Mediatek Dimensity 810 Processor,Cool Blue,M4 Pro 5G,16.76 cm (6.6 inch),Full HD+ Display,2400 x 1080 Pixels,Android 11,Mediatek Dimensity 810,8 GB,128 GB,https://www.flipkart.com/poco-m4-pro-5g-cool-blue-128-gb/p/itma0904b0c413a4?pid=MOBGBEU7BGWZNBYY&lid=LSTMOBGBEU7BGWZNBYYXGBTUG&marketplace=FLIPKART&q=smartphone&store=tyy%2F4io&srno=s_5_97&otracker=search&otracker1=search&fm=organic&iid=5c29b49e-a981-4bbe-bcd5-8ae480558f10.MOBGBEU7BGWZNBYY.SEARCH&ppt=None&ppn=None&ssid=l5e1bir8lc0000001682270413614&qH=1036ba3c4ed2c021
"realme 9 5G SE (Azure Glow, 128 GB)  (8 GB RAM)","₹18,999",4.3,48MP + 2MP + 2MP | 16MP Front Camera,5000 mAh Lithium Polymer Battery,Qualcomm Snapdragon 778G Processor,Azure Glow,9 5G SE,16.76 cm (6.6 inch),Full HD+ LCD Display,2412 x 1080 Pixels,Android 11,Qualcomm Snapdragon 778G,8 GB,128 GB,https://www.flipkart.com/realme-9-5g-se-azure-glow-128-gb/p/itmc13efe78f2116?pid=MOBGC2Q5HJWMYFA2&lid=LSTMOBGC2Q5HJWMYFA2XUFPGY&marketplace=FLIPKART&q=smartphone&store=tyy%2F4io&srno=s_5_98&otracker=search&otracker1=search&fm=organic&iid=5c29b49e-a981-4bbe-bcd5-8ae480558f10.MOBGC2Q5HJWMYFA2.SEARCH&ppt=None&ppn=None&ssid=l5e1bir8lc0000001682270413614&qH=1036ba3c4ed2c021
"realme 9 5G SE (Starry Glow, 128 GB)  (8 GB RAM)","₹18,999",4.3,48MP + 2MP + 2MP | 16MP Front Camera,5000 mAh Lithium Polymer Battery,Qualcomm Snapdragon 778G Processor,Starry Glow,9 5G SE,16.76 cm (6.6 inch),Full HD+ LCD Display,2412 x 1080 Pixels,Android 11,Qualcomm Snapdragon 778G,8 GB,128 GB,https://www.flipkart.com/realme-9-5g-se-starry-glow-128-gb/p/itmc13efe78f2116?pid=MOBGC2Q5JHAKE6CZ&lid=LSTMOBGC2Q5JHAKE6CZ8STAVD&marketplace=FLIPKART&q=smartphone&store=tyy%2F4io&srno=s_5_99&otracker=search&otracker1=search&fm=organic&iid=5c29b49e-a981-4bbe-bcd5-8ae480558f10.MOBGC2Q5JHAKE6CZ.SEARCH&ppt=None&ppn=None&ssid=l5e1bir8lc0000001682270413614&qH=1036ba3c4ed2c021
"realme C30 (Denim Black, 32 GB)  (3 GB RAM)","₹6,999",4.1,8MP Rear Camera | 5MP Front Camera,5000 mAh Lithium Ion Battery,Unisoc T612 Processor,Denim Black,C30,16.51 cm (6.5 inch),HD+ LCD Display,1600 x 720 Pixel,Android 11,Unisoc T612,3 GB,32 GB,https://www.flipkart.com/realme-c30-denim-black-32-gb/p/itmfcf69b2db5059?pid=MOBGF37GMBMYRFBK&lid=LSTMOBGF37GMBMYRFBK6OQWPG&marketplace=FLIPKART&q=smartphone&store=tyy%2F4io&srno=s_5_100&otracker=search&otracker1=search&fm=organic&iid=5c29b49e-a981-4bbe-bcd5-8ae480558f10.MOBGF37GMBMYRFBK.SEARCH&ppt=None&ppn=None&ssid=l5e1bir8lc0000001682270413614&qH=1036ba3c4ed2c021
"POCO C51 (Power Black, 64 GB)  (4 GB RAM)","₹7,749",4.3,8MP Rear Camera | 5MP Front Camera,5000 mAh Battery,Helio G36 Processor,Power Black,C51,16.56 cm (6.52 inch),HD+ Scratch Resistant Display,1600 x 720 Pixels,Android 13,Helio G36,4 GB,64 GB,https://www.flipkart.com/poco-c51-power-black-64-gb/p/itm62bcd2634619e?pid=MOBGZCQFWM5HZHXX&lid=LSTMOBGZCQFWM5HZHXXVV2MKC&marketplace=FLIPKART&q=smartphone&store=tyy%2F4io&srno=s_5_101&otracker=search&otracker1=search&fm=organic&iid=5c29b49e-a981-4bbe-bcd5-8ae480558f10.MOBGZCQFWM5HZHXX.SEARCH&ppt=None&ppn=None&ssid=l5e1bir8lc0000001682270413614&qH=1036ba3c4ed2c021
"POCO C31 (Shadow Gray, 64 GB)  (4 GB RAM)","₹9,499",4.3,13MP + 2MP + 2MP | 5MP Front Camera,5000 mAh Lithium-ion Polymer Battery,MediaTek Helio G35 Processor,Shadow Gray,C31,16.59 cm (6.53 inch),HD+ In-Cell LCD,1600 x 720 Pixels,Android 10,MediaTek Helio G35,4 GB,64 GB,https://www.flipkart.com/poco-c31-shadow-gray-64-gb/p/itm162375acb8370?pid=MOBG73E7UBFXXMCH&lid=LSTMOBG73E7UBFXXMCHKSNGTA&marketplace=FLIPKART&q=smartphone&store=tyy%2F4io&srno=s_5_102&otracker=search&otracker1=search&fm=organic&iid=5c29b49e-a981-4bbe-bcd5-8ae480558f10.MOBG73E7UBFXXMCH.SEARCH&ppt=None&ppn=None&ssid=l5e1bir8lc0000001682270413614&qH=1036ba3c4ed2c021
"MOTOROLA e32 (Arctic Blue, 64 GB)  (4 GB RAM)","₹8,499",3.9,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,Mediatek Helio G37 Processor,Arctic Blue,e32,16.51 cm (6.5 inch),HD+ IPS LCD Display,1600 x 720 Pixels,Android 12,Mediatek Helio G37,4 GB,64 GB,https://www.flipkart.com/motorola-e32-arctic-blue-64-gb/p/itmcba3acdbd70d4?pid=MOBGEA3CAXGEKDRQ&lid=LSTMOBGEA3CAXGEKDRQ6462O0&marketplace=FLIPKART&q=smartphone&store=tyy%2F4io&srno=s_5_103&otracker=search&otracker1=search&fm=organic&iid=5c29b49e-a981-4bbe-bcd5-8ae480558f10.MOBGEA3CAXGEKDRQ.SEARCH&ppt=None&ppn=None&ssid=l5e1bir8lc0000001682270413614&qH=1036ba3c4ed2c021
"REDMI 10A (Sea Blue, 64 GB)  (4 GB RAM)","₹8,998",4.2,13MP Rear Camera,5000 mAh Battery,NO value available,Sea Blue,10A,16.59 cm (6.53 inch),No value available,1600 x 700 Pixels,Android,No value available,4 GB,64 GB,https://www.flipkart.com/redmi-10a-sea-blue-64-gb/p/itmab0d50e81ec2e?pid=MOBGHFFTNBSKEFDU&lid=LSTMOBGHFFTNBSKEFDUSXEGRV&marketplace=FLIPKART&q=smartphone&store=tyy%2F4io&srno=s_5_104&otracker=search&otracker1=search&fm=organic&iid=5c29b49e-a981-4bbe-bcd5-8ae480558f10.MOBGHFFTNBSKEFDU.SEARCH&ppt=None&ppn=None&ssid=l5e1bir8lc0000001682270413614&qH=1036ba3c4ed2c021
"POCO C55 (Cool Blue, 128 GB)  (6 GB RAM)","₹9,999",4.2,50MP Rear Camera | 5MP Front Camera,5000 mAh Battery,Mediatek Helio G85 Processor,Cool Blue,C55,17.04 cm (6.71 inch),No value available,1650 x 720 Pixels,Android 12,Mediatek Helio G85,6 GB,128 GB,https://www.flipkart.com/poco-c55-cool-blue-128-gb/p/itm26aca9fd143ba?pid=MOBGMXSWJHRVUWFE&lid=LSTMOBGMXSWJHRVUWFEKXH4XM&marketplace=FLIPKART&q=smartphone&store=tyy%2F4io&srno=s_5_105&otracker=search&otracker1=search&fm=organic&iid=5c29b49e-a981-4bbe-bcd5-8ae480558f10.MOBGMXSWJHRVUWFE.SEARCH&ppt=None&ppn=None&ssid=l5e1bir8lc0000001682270413614&qH=1036ba3c4ed2c021
"REDMI 10A (Slate grey, 64 GB)  (4 GB RAM)","₹8,605",4.2,13MP Rear Camera,5000 mAh Battery,NO value available,Slate grey,10A,16.59 cm (6.53 inch),No value available,1600 x 700 pixel,Android 12,No value available,4 GB,64 GB,https://www.flipkart.com/redmi-10a-slate-grey-64-gb/p/itmab0d50e81ec2e?pid=MOBGHTDUF7TGZSKF&lid=LSTMOBGHTDUF7TGZSKF6QMTO8&marketplace=FLIPKART&q=smartphone&store=tyy%2F4io&srno=s_5_106&otracker=search&otracker1=search&fm=organic&iid=5c29b49e-a981-4bbe-bcd5-8ae480558f10.MOBGHTDUF7TGZSKF.SEARCH&ppt=None&ppn=None&ssid=l5e1bir8lc0000001682270413614&qH=1036ba3c4ed2c021
"MOTOROLA g13 (Matte Charcoal, 64 GB)  (4 GB RAM)","₹9,499",4,50MP + 2MP + 2MP | 8MP Front Camera,5000 mAh Battery,Helio G85 Processor,Matte Charcoal,g13,16.51 cm (6.5 inch),HD+ IPS LCD Display,1600 x 720 Pixels,Android 13,Helio G85,4 GB,64 GB,https://www.flipkart.com/motorola-g13-matte-charcoal-64-gb/p/itmc6fc3ffae5ad5?pid=MOBGKHNBZCGVVYFQ&lid=LSTMOBGKHNBZCGVVYFQM8TROM&marketplace=FLIPKART&q=smartphone&store=tyy%2F4io&srno=s_5_107&otracker=search&otracker1=search&fm=organic&iid=5c29b49e-a981-4bbe-bcd5-8ae480558f10.MOBGKHNBZCGVVYFQ.SEARCH&ppt=None&ppn=None&ssid=l5e1bir8lc0000001682270413614&qH=1036ba3c4ed2c021
"MOTOROLA G32 (Mineral Gray, 64 GB)  (4 GB RAM)","₹10,499",4.2,50MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium Polymer Battery,Qualcomm Snapdragon 680 Processor,Mineral Gray,G32,16.64 cm (6.55 inch),Full HD+ IPS LCD Display,2400 x 1080 Pixels,Android 12,Qualcomm Snapdragon 680,4 GB,64 GB,https://www.flipkart.com/motorola-g32-mineral-gray-64-gb/p/itmdcfa4c4022714?pid=MOBGEA3CZ8Z7HWCY&lid=LSTMOBGEA3CZ8Z7HWCYPHBSGA&marketplace=FLIPKART&q=smartphone&store=tyy%2F4io&srno=s_5_108&otracker=search&otracker1=search&fm=organic&iid=5c29b49e-a981-4bbe-bcd5-8ae480558f10.MOBGEA3CZ8Z7HWCY.SEARCH&ppt=None&ppn=None&ssid=l5e1bir8lc0000001682270413614&qH=1036ba3c4ed2c021
"realme C30 (Lake Blue, 32 GB)  (3 GB RAM)","₹6,999",4.1,8MP Rear Camera | 5MP Front Camera,5000 mAh Lithium Ion Battery,Unisoc T612 Processor,Lake Blue,C30,16.51 cm (6.5 inch),HD+ LCD Display,1600 x 720 Pixel,Android 11,Unisoc T612,3 GB,32 GB,https://www.flipkart.com/realme-c30-lake-blue-32-gb/p/itmfcf69b2db5059?pid=MOBGF37GWT4TGVZM&lid=LSTMOBGF37GWT4TGVZM1IFYZO&marketplace=FLIPKART&q=smartphone&store=tyy%2F4io&srno=s_5_109&otracker=search&otracker1=search&fm=organic&iid=5c29b49e-a981-4bbe-bcd5-8ae480558f10.MOBGF37GWT4TGVZM.SEARCH&ppt=None&ppn=None&ssid=l5e1bir8lc0000001682270413614&qH=1036ba3c4ed2c021
"OnePlus Nord CE 2 Lite 5G (Blue Tide, 128 GB)  (6 GB RAM)","₹18,989",4.4,64MP Rear Camera,5000 mAh Battery,NO value available,Blue Tide,Nord CE 2 Lite 5G,16.74 cm (6.59 inch),No value available,2412 x 1080 Pixels,Android 10,No value available,6 GB,128 GB,https://www.flipkart.com/oneplus-nord-ce-2-lite-5g-blue-tide-128-gb/p/itm7acae55b999e6?pid=MOBGMFREBAHZQGY9&lid=LSTMOBGMFREBAHZQGY9LFGFLR&marketplace=FLIPKART&q=smartphone&store=tyy%2F4io&srno=s_5_110&otracker=search&otracker1=search&fm=organic&iid=5c29b49e-a981-4bbe-bcd5-8ae480558f10.MOBGMFREBAHZQGY9.SEARCH&ppt=None&ppn=None&ssid=l5e1bir8lc0000001682270413614&qH=1036ba3c4ed2c021
"POCO C55 (Forest Green, 128 GB)  (6 GB RAM)","₹9,999",4.2,50MP Rear Camera | 5MP Front Camera,5000 mAh Battery,Mediatek Helio G85 Processor,Forest Green,C55,17.04 cm (6.71 inch),No value available,1650 x 720 Pixels,Android 12,Mediatek Helio G85,6 GB,128 GB,https://www.flipkart.com/poco-c55-forest-green-128-gb/p/itm7ed4c1ff2689f?pid=MOBGMXSWCYATKHYR&lid=LSTMOBGMXSWCYATKHYRK6MOJZ&marketplace=FLIPKART&q=smartphone&store=tyy%2F4io&srno=s_5_111&otracker=search&otracker1=search&fm=organic&iid=5c29b49e-a981-4bbe-bcd5-8ae480558f10.MOBGMXSWCYATKHYR.SEARCH&ppt=None&ppn=None&ssid=l5e1bir8lc0000001682270413614&qH=1036ba3c4ed2c021
"MOTOROLA g31 (Meteorite Grey, 64 GB)  (4 GB RAM)","₹9,499",4.2,50MP + 8MP + 2MP | 13MP Front Camera,5000 mAh LiPo Battery,Mediatek Helio G85 Processor,Meteorite Grey,g31,16.26 cm (6.4 inch),FHD+ AMOLED Display,2400 x 1080 Pixels,Android 11,Mediatek Helio G85,4 GB,64 GB,https://www.flipkart.com/motorola-g31-meteorite-grey-64-gb/p/itmbdda30a7812a0?pid=MOBG3E8WK7736ZH5&lid=LSTMOBG3E8WK7736ZH5GKDI1F&marketplace=FLIPKART&q=smartphone&store=tyy%2F4io&srno=s_5_112&otracker=search&otracker1=search&fm=organic&iid=5c29b49e-a981-4bbe-bcd5-8ae480558f10.MOBG3E8WK7736ZH5.SEARCH&ppt=None&ppn=None&ssid=l5e1bir8lc0000001682270413614&qH=1036ba3c4ed2c021
"realme 10 Pro 5G (Hyperspace, 128 GB)  (8 GB RAM)","₹19,999",4.4,108MP + 2MP | 16MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 695 5G Processor,Hyperspace,10 Pro 5G,17.07 cm (6.72 inch),Full HD+ LCD Display,2400 x 1080 Pixel,Android 13,Qualcomm Snapdragon 695 5G,8 GB,128 GB,https://www.flipkart.com/realme-10-pro-5g-hyperspace-128-gb/p/itm1e672d12a252e?pid=MOBGK8VHZPVGJCES&lid=LSTMOBGK8VHZPVGJCES9YRIWN&marketplace=FLIPKART&q=smartphone&store=tyy%2F4io&srno=s_5_113&otracker=search&otracker1=search&fm=organic&iid=5c29b49e-a981-4bbe-bcd5-8ae480558f10.MOBGK8VHZPVGJCES.SEARCH&ppt=None&ppn=None&ssid=l5e1bir8lc0000001682270413614&qH=1036ba3c4ed2c021
"Infinix Note 11s Free Fire Edition (Haze Green, 128 GB)  (8 GB RAM)","₹15,999",4.2,50 MP + 2 MP Depth Lens + 2 MP Macro Lens | 16MP Front Camera,5000 mAh Li-ion Polymer Battery,MediaTek Helio G96 Processor,Haze Green,Note 11s Free Fire Edition,17.65 cm (6.95 inch),Full HD+ LCD Display,2460 x 1080 Pixels,Android 11,MediaTek Helio G96,8 GB,128 GB,https://www.flipkart.com/infinix-note-11s-free-fire-haze-green-128-gb/p/itmebd3588b241d9?pid=MOBG9ACWTQWZSPY4&lid=LSTMOBG9ACWTQWZSPY4N8JL8V&marketplace=FLIPKART&q=smartphone&store=tyy%2F4io&srno=s_5_114&otracker=search&otracker1=search&fm=organic&iid=5c29b49e-a981-4bbe-bcd5-8ae480558f10.MOBG9ACWTQWZSPY4.SEARCH&ppt=None&ppn=None&ssid=l5e1bir8lc0000001682270413614&qH=1036ba3c4ed2c021
"realme 10 (Rush Black, 64 GB)  (4 GB RAM)","₹13,999",4.3,50MP + 2MP | 16MP Front Camera,5000 mAh Battery,Mediatek Helio G99 Octa Core Processor,Rush Black,10,16.26 cm (6.4 inch),Full HD+ AMOLED Display,2400 x 1080 Pixel,Android 12,Mediatek Helio G99 Octa Core,4 GB,64 GB,https://www.flipkart.com/realme-10-rush-black-64-gb/p/itmd6481542c3c73?pid=MOBGH2VFXREZWPYV&lid=LSTMOBGH2VFXREZWPYVLLSV7Z&marketplace=FLIPKART&q=smartphone&store=tyy%2F4io&srno=s_5_115&otracker=search&otracker1=search&fm=organic&iid=5c29b49e-a981-4bbe-bcd5-8ae480558f10.MOBGH2VFXREZWPYV.SEARCH&ppt=None&ppn=None&ssid=l5e1bir8lc0000001682270413614&qH=1036ba3c4ed2c021
"realme 10 Pro 5G (Hyperspace, 128 GB)  (6 GB RAM)","₹18,999",4.4,108MP + 2MP | 16MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 695 5G Processor,Hyperspace,10 Pro 5G,17.07 cm (6.72 inch),Full HD+ LCD Display,2400 x 1080 Pixel,Android 13,Qualcomm Snapdragon 695 5G,6 GB,128 GB,https://www.flipkart.com/realme-10-pro-5g-hyperspace-128-gb/p/itm1e672d12a252e?pid=MOBGK8VHECUBAZFA&lid=LSTMOBGK8VHECUBAZFAPQMQUM&marketplace=FLIPKART&q=smartphone&store=tyy%2F4io&srno=s_5_116&otracker=search&otracker1=search&fm=organic&iid=5c29b49e-a981-4bbe-bcd5-8ae480558f10.MOBGK8VHECUBAZFA.SEARCH&ppt=None&ppn=None&ssid=l5e1bir8lc0000001682270413614&qH=1036ba3c4ed2c021
"realme 10 Pro 5G (Dark Matter, 128 GB)  (6 GB RAM)","₹18,999",4.4,108MP + 2MP | 16MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 695 5G Processor,Dark Matter,10 Pro 5G,17.07 cm (6.72 inch),Full HD+ LCD Display,2400 x 1080 Pixel,Android 13,Qualcomm Snapdragon 695 5G,6 GB,128 GB,https://www.flipkart.com/realme-10-pro-5g-dark-matter-128-gb/p/itm1e672d12a252e?pid=MOBGK8VHWBRKYFJD&lid=LSTMOBGK8VHWBRKYFJDTEBOFU&marketplace=FLIPKART&q=smartphone&store=tyy%2F4io&srno=s_5_117&otracker=search&otracker1=search&fm=organic&iid=5c29b49e-a981-4bbe-bcd5-8ae480558f10.MOBGK8VHWBRKYFJD.SEARCH&ppt=None&ppn=None&ssid=l5e1bir8lc0000001682270413614&qH=1036ba3c4ed2c021
"MOTOROLA e13 (Creamy White, 64 GB)  (4 GB RAM)","₹7,749",4,13MP Rear Camera | 5MP Front Camera,5000 mAh Battery,Unisoc T606 Processor,Creamy White,e13,16.51 cm (6.5 inch),HD+ IPS LCD Display,1600 x 720 Pixels,Android 13 (Go Edition),Unisoc T606,4 GB,64 GB,https://www.flipkart.com/motorola-e13-creamy-white-64-gb/p/itmed5dee4971c2d?pid=MOBGKHNBQSZVJGZJ&lid=LSTMOBGKHNBQSZVJGZJXVIBSR&marketplace=FLIPKART&q=smartphone&store=tyy%2F4io&srno=s_5_118&otracker=search&otracker1=search&fm=organic&iid=5c29b49e-a981-4bbe-bcd5-8ae480558f10.MOBGKHNBQSZVJGZJ.SEARCH&ppt=None&ppn=None&ssid=l5e1bir8lc0000001682270413614&qH=1036ba3c4ed2c021
"REDMI 10A (Charcoal Black, 64 GB)  (4 GB RAM)","₹8,641",4.2,13MP Rear Camera,5000 mAh Battery,NO value available,Charcoal Black,10A,16.59 cm (6.53 inch),No value available,1600X700 Pixels,Android,No value available,4 GB,64 GB,https://www.flipkart.com/redmi-10a-charcoal-black-64-gb/p/itmab0d50e81ec2e?pid=MOBGHFFTYB6GYY4Y&lid=LSTMOBGHFFTYB6GYY4Y3SA7PG&marketplace=FLIPKART&q=smartphone&store=tyy%2F4io&srno=s_5_119&otracker=search&otracker1=search&fm=organic&iid=5c29b49e-a981-4bbe-bcd5-8ae480558f10.MOBGHFFTYB6GYY4Y.SEARCH&ppt=None&ppn=None&ssid=l5e1bir8lc0000001682270413614&qH=1036ba3c4ed2c021
"POCO M4 Pro 5G (Yellow, 128 GB)  (8 GB RAM)","₹15,999",4.2,50MP + 8MP | 16MP Front Camera,5000 mAh Lithium-ion Polymer Battery,Mediatek Dimensity 810 Processor,Yellow,M4 Pro 5G,16.76 cm (6.6 inch),Full HD+ Display,2400 x 1080 Pixels,Android 11,Mediatek Dimensity 810,8 GB,128 GB,https://www.flipkart.com/poco-m4-pro-5g-yellow-128-gb/p/itm4d9754f8772b2?pid=MOBGBEU9HJR5YG2U&lid=LSTMOBGBEU9HJR5YG2UUYAVJE&marketplace=FLIPKART&q=smartphone&store=tyy%2F4io&srno=s_5_120&otracker=search&otracker1=search&fm=organic&iid=5c29b49e-a981-4bbe-bcd5-8ae480558f10.MOBGBEU9HJR5YG2U.SEARCH&ppt=None&ppn=None&ssid=l5e1bir8lc0000001682270413614&qH=1036ba3c4ed2c021
